HD,van_precinct_id,survey_question_name,survey_question_text,survey_response_name,response_count
118,949333,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,14
118,949105,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,14
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,14
118,949415,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,14
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,13
118,949585,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,13
118,949405,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,13
118,949405,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,13
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,13
118,949405,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,12
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,12
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,12
118,949405,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,11
118,949533,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,11
118,949533,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,11
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,10
118,949585,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,10
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,10
118,949103,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,10
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,10
118,949533,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,10
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,10
118,949532,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,9
118,949577,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,9
118,949637,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,9
118,949533,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,9
118,949644,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,9
118,949645,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,9
118,949532,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,9
118,949415,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,9
118,949556,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,9
118,949392,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,8
118,949333,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,8
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,8
118,949534,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,8
118,949533,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,8
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,8
118,949585,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,8
118,2047220,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,7
118,949637,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,7
118,949392,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,7
118,949644,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,7
118,949333,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,7
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,7
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,7
118,949652,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,7
118,949105,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,7
118,949645,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,7
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,7
118,949532,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,7
118,949585,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,7
118,949645,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,7
118,949602,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,7
118,949405,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,7
118,949534,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,6
118,949556,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,6
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,6
118,949392,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,6
118,949637,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,6
118,949533,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,6
118,949105,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,6
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Stop Gun Violence,6
118,949535,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,6
118,949105,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,6
118,949582,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,6
118,949582,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,6
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,6
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,6
118,949105,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,6
118,949577,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,5
118,949098,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,5
118,949652,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,5
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Increase Teacher Pay,5
118,949533,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,5
118,949575,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,5
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Climate Change,5
118,949532,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,5
118,949652,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,5
118,949577,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,5
118,949103,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,5
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,5
118,949107,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,5
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,5
118,949575,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,5
118,949062,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,5
118,949098,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,5
118,949392,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,5
118,949645,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,5
118,949582,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,4
118,949556,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,4
118,949582,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,4
118,949532,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,4
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,4
118,949532,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,4
118,949644,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,4
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Social Security,4
118,949107,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,4
118,949645,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,4
118,949652,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,4
118,949574,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,4
118,949582,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,4
118,949392,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,4
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,4
118,949533,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,4
118,949577,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,4
118,949098,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,4
118,949575,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,4
118,949585,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,4
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,4
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Animal Rights,4
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,4
118,949574,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,4
118,949574,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,4
118,949415,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,4
118,949585,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,4
118,1708731,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,4
118,949099,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,4
118,949098,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,4
118,949405,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Disability Rights,4
118,949103,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,4
118,1708762,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,4
118,949577,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,4
118,949105,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,4
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,LGBTQIA+ Rights,4
118,949575,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,4
118,949333,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,4
118,949574,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fix the Power Grid,3
118,949105,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,3
118,1708762,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,3
118,949533,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,3
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Disability Rights,3
118,949107,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,3
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Social Security,3
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Disability Rights,3
118,949405,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,3
118,949637,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,3
118,949415,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,3
118,949408,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,3
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,3
118,949405,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Animal Rights,3
118,949098,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,3
118,949577,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,3
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,3
118,949644,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,3
118,949645,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,3
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,3
118,949100,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,3
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,3
118,949637,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,3
118,1708731,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,3
118,949582,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,3
118,949099,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,3
118,949644,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,3
118,949392,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,3
118,949556,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,3
118,949534,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,3
118,949577,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,3
118,949103,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,3
118,949108,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,3
118,949585,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,3
118,949577,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,3
118,949585,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Stop Gun Violence,3
118,949105,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,3
118,949645,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,3
118,949533,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,3
118,949575,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,3
118,949098,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Disability Rights,3
118,949333,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,3
118,949602,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,3
118,1708731,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,3
118,949652,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,3
118,949415,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,3
118,949585,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,3
118,949105,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Increase Teacher Pay,3
118,949577,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,3
118,949652,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,3
118,949602,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,3
118,949103,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,3
118,949644,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,3
118,949119,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,3
118,949535,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,3
118,949534,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,3
118,949535,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,2
118,949107,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,2
118,949098,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,2
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Gaza,2
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,2
118,949415,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Animal Rights,2
118,949097,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,2
118,949532,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,2
118,949652,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,2
118,949534,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Defund Police,2
118,949101,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,2
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,2
118,949645,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,2
118,949333,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,2
118,949105,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,2
118,949534,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,2
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Defund Police,2
118,949333,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Animal Rights,2
118,1837089,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,2
118,949644,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,2
118,949107,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,2
118,949118,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,2
118,949098,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,2
118,949333,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,2
118,949602,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,2
118,949105,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Stop Gun Violence,2
118,949105,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,2
118,949098,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,2
118,949154,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,2
118,949100,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,2
118,949602,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Stop Gun Violence,2
118,949533,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Student Loans,2
118,949405,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,2
118,949415,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,2
118,949098,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,2
118,949415,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Voting Rights,2
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Increase Teacher Pay,2
118,949103,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,2
118,949577,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Stop Gun Violence,2
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Defund Police,2
118,949582,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Black Lives Matter,2
118,949392,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Climate Change,2
118,949535,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Gun/2A,2
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Gaza,2
118,949408,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,2
118,949556,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,2
118,949585,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Black Lives Matter,2
118,949099,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,2
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,2
118,949408,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,2
118,949107,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,2
118,949577,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Animal Rights,2
118,949575,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Animal Rights,2
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,2
118,949103,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,2
118,949105,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,2
118,949100,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,2
118,949637,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,2
118,949098,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,2
118,2047220,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,2
118,949652,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,2
118,949556,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,2
118,949101,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,2
118,949102,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Voting Rights,2
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,LGBTQIA+ Rights,2
118,949107,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,2
118,949405,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,2
118,949532,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,2
118,949582,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Animal Rights,2
118,949637,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,2
118,949644,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,2
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fix the Power Grid,2
118,949100,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,2
118,949532,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,2
118,949644,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,2
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,VA Reform,2
118,949405,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Black Lives Matter,2
118,949415,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Increase Teacher Pay,2
118,949107,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,2
118,949392,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,2
118,949581,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Stop Gun Violence,2
118,949415,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,2
118,949535,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,2
118,949645,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,2
118,949116,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,2
118,949645,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,2
118,949097,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Increase Teacher Pay,2
118,949405,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Legalize Marijuana,1
118,949585,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
118,949644,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
118,949652,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,1
118,949637,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
118,2047220,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,1
118,949333,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
118,949103,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
118,949535,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Legalize Marijuana,1
118,949116,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,1
118,1837089,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,1
118,949577,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
118,949533,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,1
118,949410,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Gun/2A,1
118,949101,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,1
118,949535,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,1
118,949100,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
118,949631,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,1
118,949556,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
118,949611,XCmty Issue - Edu.,What EDUCATION issues are most important to you as a voter this year?,Other,1
118,949392,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Disability Rights,1
118,1708731,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
118,949617,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,1
118,949575,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,LGBTQIA+ Rights,1
118,949062,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,1
118,949099,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
118,949617,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
118,949617,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,1
118,949154,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Gun/2A,1
118,949585,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Paid Family Leave,1
118,949408,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,1
118,949098,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Animal Rights,1
118,949637,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,1
118,949534,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
118,949105,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Student Loans,1
118,949535,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Stop Gun Violence,1
118,1708762,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
118,949644,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Stop Gun Violence,1
118,949585,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
118,949575,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Legalize Marijuana,1
118,949645,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Social Security,1
118,949637,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Defund Police,1
118,1708762,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,1
118,949101,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,1
118,949062,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,1
